latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
23.67945,86.39496,304.32,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,284.85,2.59,N
23.67877,86.39301,302.94,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,284.91,2.32,N
23.67705,86.39979,304.5,0.72,0.75,2025-09-29,2053,N20,nominal,2.0NRT,285.05,2.32,N
24.4507,83.03968,303.99,0.43,0.62,2025-09-29,2053,N20,nominal,2.0NRT,287.75,0.68,N
23.75878,85.85479,303.5,0.66,0.73,2025-09-29,2053,N20,nominal,2.0NRT,285.46,2.3,N
23.68383,86.09298,307,0.68,0.74,2025-09-29,2053,N20,nominal,2.0NRT,284.24,1.97,N
23.65553,85.50619,298.47,0.63,0.72,2025-09-29,2053,N20,nominal,2.0NRT,278.08,0.69,N
24.16107,82.67078,304.85,0.41,0.61,2025-09-29,2053,N20,nominal,2.0NRT,287.69,0.68,N
24.15697,82.56503,325.2,0.4,0.6,2025-09-29,2053,N20,nominal,2.0NRT,288.37,3.11,N
24.14126,82.63204,303,0.41,0.61,2025-09-29,2053,N20,nominal,2.0NRT,288.01,0.92,N
24.16179,82.5657,307.08,0.4,0.6,2025-09-29,2053,N20,nominal,2.0NRT,287.46,1.59,N
24.15625,82.56483,323.41,0.4,0.6,2025-09-29,2053,N20,nominal,2.0NRT,288.09,1.59,N
26.23577,68.9128,307.06,0.47,0.39,2025-09-29,2053,N20,nominal,2.0NRT,284.04,0.64,N
24.16883,80.69248,304.85,0.62,0.54,2025-09-29,2053,N20,nominal,2.0NRT,287.45,1.25,N
26.19722,68.92542,325.13,0.46,0.39,2025-09-29,2053,N20,nominal,2.0NRT,286.86,1.96,N
26.19361,68.92483,308.12,0.46,0.39,2025-09-29,2053,N20,nominal,2.0NRT,286.63,1.61,N
26.19582,68.92731,320.2,0.46,0.39,2025-09-29,2053,N20,nominal,2.0NRT,286.89,2.14,N
26.19644,68.92268,310.7,0.46,0.39,2025-09-29,2053,N20,nominal,2.0NRT,286.3,1.85,N
22.87483,86.06155,304.26,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,285.28,1.04,N
26.18994,68.74975,301.44,0.47,0.4,2025-09-29,2053,N20,nominal,2.0NRT,281.87,0.48,N
22.78996,86.19633,303.94,0.73,0.76,2025-09-29,2053,N20,nominal,2.0NRT,285.53,3.85,N
22.80255,86.09049,303.75,0.72,0.75,2025-09-29,2053,N20,nominal,2.0NRT,285.31,2.78,N
26.12193,68.81539,313.88,0.47,0.4,2025-09-29,2053,N20,nominal,2.0NRT,282.21,1.21,N
22.57741,85.89138,305.46,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,284.85,2.85,N
22.57573,85.8979,307.07,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,284.91,2.46,N
22.57626,85.89079,302.1,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,285.42,2.2,N
22.57462,85.89732,311.62,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,285.47,2.2,N
25.79475,68.69794,306.39,0.47,0.4,2025-09-29,2053,N20,nominal,2.0NRT,287.42,0.84,N
25.79454,68.69611,308.26,0.47,0.4,2025-09-29,2053,N20,nominal,2.0NRT,287.58,1,N
24.76537,74.61018,307.98,0.43,0.38,2025-09-29,2053,N20,nominal,2.0NRT,291.61,0.98,N
23.17001,82.33961,318.34,0.41,0.61,2025-09-29,2053,N20,nominal,2.0NRT,287.56,2.88,N
23.16547,82.33424,342.33,0.41,0.61,2025-09-29,2053,N20,nominal,2.0NRT,287.75,6.54,N
23.16453,82.33831,313.06,0.41,0.61,2025-09-29,2053,N20,nominal,2.0NRT,287.27,2.88,N
24.66169,74.63164,310.81,0.43,0.38,2025-09-29,2053,N20,nominal,2.0NRT,291.96,1.71,N
24.66283,74.63295,309.71,0.43,0.38,2025-09-29,2053,N20,nominal,2.0NRT,292.33,1.54,N
25.38921,68.58061,309.99,0.47,0.4,2025-09-29,2053,N20,nominal,2.0NRT,281.25,1.05,N
22.22371,84.75032,302.51,0.61,0.71,2025-09-29,2053,N20,nominal,2.0NRT,285.81,2.24,N
22.22351,84.74921,301.83,0.61,0.71,2025-09-29,2053,N20,nominal,2.0NRT,285.71,1.69,N
22.22214,84.7549,303.58,0.61,0.71,2025-09-29,2053,N20,nominal,2.0NRT,286.1,2.06,N
21.96796,85.30965,300.18,0.67,0.74,2025-09-29,2053,N20,nominal,2.0NRT,284.27,0.74,N
21.93105,85.21633,306.74,0.66,0.73,2025-09-29,2053,N20,nominal,2.0NRT,284.2,2.07,N
21.92942,85.22292,307.64,0.66,0.73,2025-09-29,2053,N20,nominal,2.0NRT,284.46,2.07,N
21.92286,85.2211,300,0.66,0.73,2025-09-29,2053,N20,nominal,2.0NRT,283.83,1.63,N
25.81192,61.5234,300.66,0.41,0.61,2025-09-29,2053,N20,nominal,2.0NRT,284.89,0.22,N
22.33184,82.60094,304.25,0.45,0.63,2025-09-29,2053,N20,nominal,2.0NRT,285.86,1.16,N
22.04774,83.7315,304.21,0.53,0.67,2025-09-29,2053,N20,nominal,2.0NRT,286.17,1.88,N
22.04294,83.72472,328.21,0.53,0.67,2025-09-29,2053,N20,nominal,2.0NRT,286.43,4.95,N
22.04173,83.72977,314.32,0.53,0.67,2025-09-29,2053,N20,nominal,2.0NRT,286.66,2.71,N
22.04053,83.73475,305.52,0.53,0.67,2025-09-29,2053,N20,nominal,2.0NRT,286.48,2.71,N
22.04144,83.35193,306.31,0.5,0.66,2025-09-29,2053,N20,nominal,2.0NRT,286.58,1.31,N
22.08537,83.1124,306.17,0.49,0.65,2025-09-29,2053,N20,nominal,2.0NRT,285.7,1.03,N
22.02003,83.33631,301.99,0.5,0.66,2025-09-29,2053,N20,nominal,2.0NRT,286.14,0.89,N
25.73815,58.24775,295.5,0.66,0.73,2025-09-29,2053,N20,nominal,2.0NRT,275.93,0.57,N
21.87838,83.55146,304.73,0.52,0.67,2025-09-29,2053,N20,nominal,2.0NRT,286.09,1.11,N
21.76771,84.01438,302.61,0.56,0.69,2025-09-29,2053,N20,nominal,2.0NRT,284.83,1.81,N
21.76646,84.01955,303.03,0.56,0.69,2025-09-29,2053,N20,nominal,2.0NRT,285.39,1.81,N
21.92053,83.34691,303.33,0.51,0.66,2025-09-29,2053,N20,nominal,2.0NRT,286.58,1.46,N
21.75904,84.02311,307.15,0.56,0.69,2025-09-29,2053,N20,nominal,2.0NRT,285.86,2.92,N
21.87917,83.49461,303.28,0.52,0.67,2025-09-29,2053,N20,nominal,2.0NRT,286.03,0.89,N
21.76373,83.84156,309.67,0.55,0.68,2025-09-29,2053,N20,nominal,2.0NRT,285.69,1.73,N
21.75934,83.83837,304.09,0.55,0.68,2025-09-29,2053,N20,nominal,2.0NRT,285.71,2.36,N
22.15448,82.09369,307.1,0.42,0.61,2025-09-29,2053,N20,nominal,2.0NRT,286.46,0.64,N
21.74598,83.81257,304.34,0.55,0.68,2025-09-29,2053,N20,nominal,2.0NRT,285.83,0.99,N
22.00688,82.66611,302.93,0.46,0.63,2025-09-29,2053,N20,nominal,2.0NRT,286.68,1.04,N
22.00591,82.67034,309.84,0.46,0.63,2025-09-29,2053,N20,nominal,2.0NRT,286.98,1.04,N
21.98773,82.01327,305.21,0.42,0.61,2025-09-29,2053,N20,nominal,2.0NRT,287.41,0.55,N
21.98829,82.01453,306.66,0.42,0.61,2025-09-29,2053,N20,nominal,2.0NRT,287.67,0.71,N
20.96361,86.00462,304.42,0.78,0.78,2025-09-29,2053,N20,nominal,2.0NRT,286.28,1.37,N
21.80362,82.03928,304.89,0.42,0.61,2025-09-29,2053,N20,nominal,2.0NRT,286.81,0.77,N
21.73472,82.21323,303.11,0.43,0.62,2025-09-29,2053,N20,nominal,2.0NRT,285.95,0.54,N
20.976,85.16857,304.3,0.69,0.74,2025-09-29,2053,N20,nominal,2.0NRT,285.32,2.26,N
20.96938,85.1666,305.1,0.69,0.74,2025-09-29,2053,N20,nominal,2.0NRT,285.19,4.11,N
20.96626,85.17927,304.33,0.69,0.74,2025-09-29,2053,N20,nominal,2.0NRT,285.29,4.61,N
20.96467,85.18575,313.31,0.69,0.74,2025-09-29,2053,N20,nominal,2.0NRT,285.55,3.52,N
20.79713,85.24868,312.85,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,277.33,3.68,N
20.79551,85.25521,299.97,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,278.83,3.54,N
20.76384,85.29578,315.33,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,285.87,3.58,N
20.79602,85.24819,308.93,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,278.11,2.43,N
20.79443,85.25475,303.13,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,278.75,2.43,N
20.7877,85.253,297.54,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,277.51,2.48,N
20.76306,85.29534,316.77,0.71,0.75,2025-09-29,2053,N20,nominal,2.0NRT,286.09,4.02,N
21.49025,81.76986,301.35,0.41,0.61,2025-09-29,2053,N20,nominal,2.0NRT,286,0.86,N
21.4848,81.76845,301.87,0.41,0.61,2025-09-29,2053,N20,nominal,2.0NRT,286.43,0.97,N
22.36549,73.11488,322.01,0.4,0.37,2025-09-29,2053,N20,nominal,2.0NRT,288.67,1.77,N
21.74234,73.0112,302.17,0.4,0.37,2025-09-29,2053,N20,nominal,2.0NRT,289.66,0.89,N
22.4028,56.9839,300.4,0.74,0.76,2025-09-29,2055,N20,nominal,2.0NRT,273.91,1.06,N
18.72102,79.50816,305.7,0.33,0.56,2025-09-29,2055,N20,nominal,2.0NRT,272.57,1.07,N
19.52976,71.3001,308.96,0.39,0.36,2025-09-29,2055,N20,nominal,2.0NRT,289.75,2.36,N
19.37414,71.35904,308.83,0.39,0.36,2025-09-29,2055,N20,nominal,2.0NRT,289.14,2.57,N
37.37496,56.9971,308.94,0.41,0.45,2025-09-29,2229,N20,nominal,2.0NRT,280.27,1.82,N
36.46712,60.85265,307.14,0.34,0.56,2025-09-29,2229,N20,nominal,2.0NRT,287.38,1.56,N
36.47843,59.74194,295.24,0.59,0.53,2025-09-29,2229,N20,nominal,2.0NRT,284.36,1.06,N
37.29532,55.48453,302.93,0.52,0.42,2025-09-29,2229,N20,nominal,2.0NRT,290.05,0.88,N
36.45604,56.672,337.31,0.41,0.45,2025-09-29,2229,N20,nominal,2.0NRT,290.19,4.23,N
36.45699,56.66759,298.15,0.41,0.45,2025-09-29,2229,N20,nominal,2.0NRT,285.83,2.3,N
35.35606,60.21712,297.63,0.34,0.56,2025-09-29,2229,N20,nominal,2.0NRT,285.5,0.43,N
36.32176,54.18648,295.68,0.48,0.4,2025-09-29,2229,N20,nominal,2.0NRT,282.93,0.52,N
33.04248,56.84618,303.5,0.49,0.49,2025-09-29,2231,N20,nominal,2.0NRT,291.89,1.17,N
32.33444,54.08636,304.08,0.55,0.42,2025-09-29,2231,N20,nominal,2.0NRT,285.74,1.29,N
32.03702,54.42738,307.94,0.38,0.43,2025-09-29,2231,N20,nominal,2.0NRT,287.54,0.86,N
31.9516,54.04629,311.85,0.55,0.43,2025-09-29,2231,N20,nominal,2.0NRT,290.03,1.46,N
31.94013,54.04292,330.18,0.55,0.43,2025-09-29,2231,N20,nominal,2.0NRT,290.85,4.39,N
31.95096,54.04537,307.49,0.55,0.43,2025-09-29,2231,N20,nominal,2.0NRT,289.36,1.69,N
31.94331,54.04312,324.46,0.55,0.43,2025-09-29,2231,N20,nominal,2.0NRT,290.53,2.41,N
31.93948,54.04199,313.71,0.55,0.43,2025-09-29,2231,N20,nominal,2.0NRT,291.15,2.39,N
31.62392,54.72634,321.58,0.4,0.45,2025-09-29,2231,N20,nominal,2.0NRT,289.14,2.11,N
30.66521,56.62069,299.51,0.54,0.51,2025-09-29,2231,N20,nominal,2.0NRT,283.84,1.19,N
30.23452,56.90585,318.71,0.57,0.52,2025-09-29,2231,N20,nominal,2.0NRT,288.32,3.9,N
30.23336,56.90504,310.4,0.57,0.52,2025-09-29,2231,N20,nominal,2.0NRT,284.55,1.89,N
30.37845,55.86231,297.09,0.5,0.49,2025-09-29,2231,N20,nominal,2.0NRT,285.73,0.88,N
30.21833,55.98186,309.89,0.51,0.49,2025-09-29,2231,N20,nominal,2.0NRT,285.99,1.75,N
30.21544,55.98376,310.38,0.51,0.49,2025-09-29,2231,N20,nominal,2.0NRT,286.32,1.53,N
29.92796,56.73209,304.7,0.57,0.52,2025-09-29,2231,N20,nominal,2.0NRT,286.99,2.11,N
29.9268,56.73058,303.96,0.57,0.52,2025-09-29,2231,N20,nominal,2.0NRT,284.05,2.85,N
29.99523,55.85312,316.8,0.51,0.49,2025-09-29,2231,N20,nominal,2.0NRT,281.95,2.47,N
29.99083,55.85186,313.15,0.51,0.49,2025-09-29,2231,N20,nominal,2.0NRT,282.81,2.47,N
30.0847,55.39527,321.42,0.47,0.48,2025-09-29,2231,N20,nominal,2.0NRT,284.77,2.54,N
30.08368,55.40005,327.48,0.47,0.48,2025-09-29,2231,N20,nominal,2.0NRT,287.08,2.54,N
30.08041,55.3941,303.47,0.47,0.48,2025-09-29,2231,N20,nominal,2.0NRT,288.64,2.54,N
30.07938,55.39888,298.61,0.47,0.48,2025-09-29,2231,N20,nominal,2.0NRT,286.23,2.54,N
29.15479,55.36403,298.7,0.49,0.49,2025-09-29,2231,N20,nominal,2.0NRT,288.18,1.42,N
29.1385,55.37506,309.28,0.49,0.49,2025-09-29,2231,N20,nominal,2.0NRT,291.29,2.29,N
29.13985,55.37342,303.38,0.49,0.49,2025-09-29,2231,N20,nominal,2.0NRT,288.93,1.94,N
29.20211,54.48354,297.03,0.44,0.46,2025-09-29,2231,N20,nominal,2.0NRT,284.37,0.61,N
27.42419,56.50209,310.81,0.62,0.54,2025-09-29,2231,N20,nominal,2.0NRT,298.64,2.75,N
27.3464,56.42751,322.18,0.62,0.54,2025-09-29,2231,N20,nominal,2.0NRT,299.29,5.53,N
27.16359,56.10044,318.2,0.6,0.53,2025-09-29,2231,N20,nominal,2.0NRT,300.01,4.66,N
27.16928,56.05223,312.37,0.59,0.53,2025-09-29,2231,N20,nominal,2.0NRT,300.31,5.69,N
27.15883,56.09914,314.92,0.6,0.53,2025-09-29,2231,N20,nominal,2.0NRT,299.52,4.46,N
25.90399,54.53045,322.32,0.51,0.49,2025-09-29,2233,N20,nominal,2.0NRT,299.16,0.62,N
25.90292,54.53543,310.97,0.51,0.49,2025-09-29,2233,N20,nominal,2.0NRT,298.99,0.62,N
25.90125,54.53362,319.95,0.51,0.49,2025-09-29,2233,N20,nominal,2.0NRT,299.26,0.57,N
25.55741,55.97634,304.83,0.63,0.54,2025-09-29,2233,N20,nominal,2.0NRT,289,1.3,N
25.6013,54.4255,317.01,0.51,0.49,2025-09-29,2233,N20,nominal,2.0NRT,301.18,1.47,N
24.50594,56.6051,324.75,0.37,0.58,2025-09-29,2233,N20,nominal,2.0NRT,282.44,2.97,N
24.60798,54.15246,315.68,0.51,0.5,2025-09-29,2233,N20,nominal,2.0NRT,294.02,1.84,N
24.02047,54.29347,311.18,0.54,0.51,2025-09-29,2233,N20,nominal,2.0NRT,283.1,1.49,N
23.19404,55.46223,301.2,0.33,0.55,2025-09-29,2233,N20,nominal,2.0NRT,286.6,1.6,N
23.19046,55.45469,306.62,0.33,0.55,2025-09-29,2233,N20,nominal,2.0NRT,287.36,1.14,N
23.19074,55.45736,324.94,0.33,0.55,2025-09-29,2233,N20,nominal,2.0NRT,288.35,1.14,N
23.19007,55.4605,301.78,0.33,0.55,2025-09-29,2233,N20,nominal,2.0NRT,287.71,1.14,N
23.15591,55.44844,306.43,0.33,0.55,2025-09-29,2233,N20,nominal,2.0NRT,287.62,0.56,N
23.15094,55.44717,307.52,0.33,0.55,2025-09-29,2233,N20,nominal,2.0NRT,287.52,0.76,N
22.87708,55.92465,300.02,0.36,0.57,2025-09-29,2233,N20,nominal,2.0NRT,275,0.63,N
22.87453,55.61287,297.05,0.34,0.56,2025-09-29,2233,N20,nominal,2.0NRT,270.03,0.32,N
22.67261,56.24731,305.62,0.38,0.59,2025-09-29,2233,N20,nominal,2.0NRT,284.29,0.82,N
22.40408,56.98704,317.98,0.43,0.62,2025-09-29,2233,N20,nominal,2.0NRT,276.08,1.45,N
22.40598,56.98875,319.45,0.43,0.62,2025-09-29,2233,N20,nominal,2.0NRT,276.1,1.6,N
22.32833,56.48877,323.82,0.4,0.6,2025-09-29,2233,N20,nominal,2.0NRT,274.47,1.61,N
22.3194,56.47788,297.74,0.4,0.6,2025-09-29,2233,N20,nominal,2.0NRT,269.43,0.97,N
21.94041,57.07135,315.7,0.44,0.63,2025-09-29,2233,N20,nominal,2.0NRT,271.4,1.46,N
21.93818,57.07234,310.73,0.44,0.63,2025-09-29,2233,N20,nominal,2.0NRT,270.33,1.17,N
22.16327,55.9595,367,0.37,0.58,2025-09-29,2233,N20,high,2.0NRT,276.83,4.45,N
22.16404,55.956,305.85,0.37,0.58,2025-09-29,2233,N20,nominal,2.0NRT,270.74,5.14,N
22.1625,55.96301,298.29,0.37,0.58,2025-09-29,2233,N20,nominal,2.0NRT,270.34,4.45,N
21.83527,56.68033,303.73,0.42,0.61,2025-09-29,2233,N20,nominal,2.0NRT,280.56,0.49,N
21.66717,56.33093,312.79,0.4,0.6,2025-09-29,2233,N20,nominal,2.0NRT,280.74,0.69,N
21.66607,56.33335,300.19,0.4,0.6,2025-09-29,2233,N20,nominal,2.0NRT,280.42,0.74,N
21.41184,55.74308,303.51,0.37,0.58,2025-09-29,2233,N20,nominal,2.0NRT,276.62,0.71,N
20.37478,55.93357,325.79,0.4,0.6,2025-09-29,2233,N20,nominal,2.0NRT,287.07,2.18,N
18.32024,55.10297,329.45,0.39,0.6,2025-09-29,2233,N20,nominal,2.0NRT,295.24,2.43,N
18.01163,54.57073,305.84,0.37,0.58,2025-09-29,2235,N20,nominal,2.0NRT,294.13,0.54,N
39.50029,64.69681,298.29,0.45,0.63,2025-09-29,2227,N20,nominal,2.0NRT,286.18,0.49,N
39.19078,65.28501,296.78,0.49,0.65,2025-09-29,2227,N20,nominal,2.0NRT,286.72,1.91,N
39.55981,63.45427,321.95,0.39,0.59,2025-09-29,2227,N20,nominal,2.0NRT,286.18,1.9,N
39.56099,63.44999,298.82,0.39,0.59,2025-09-29,2227,N20,nominal,2.0NRT,284.9,1.41,N
38.67851,65.95319,301.76,0.55,0.68,2025-09-29,2227,N20,nominal,2.0NRT,282.92,2.99,N
38.67672,65.95906,300.06,0.55,0.68,2025-09-29,2227,N20,nominal,2.0NRT,282.37,1.4,N
38.68,65.95319,307.37,0.55,0.68,2025-09-29,2227,N20,nominal,2.0NRT,283.46,0.84,N
38.67825,65.95908,300.64,0.55,0.68,2025-09-29,2227,N20,nominal,2.0NRT,282.94,0.84,N
38.89479,65.02496,295.78,0.49,0.65,2025-09-29,2227,N20,nominal,2.0NRT,283.97,0.41,N
39.34104,63.23862,296.86,0.38,0.59,2025-09-29,2227,N20,nominal,2.0NRT,285.98,0.64,N
39.33787,63.23812,296.5,0.38,0.59,2025-09-29,2227,N20,nominal,2.0NRT,286.13,0.56,N
39.40911,62.84545,296.48,0.36,0.58,2025-09-29,2227,N20,nominal,2.0NRT,286.33,0.43,N
38.05717,67.25983,340.72,0.67,0.73,2025-09-29,2227,N20,nominal,2.0NRT,285.15,14.52,N
38.05475,67.26741,352.97,0.67,0.73,2025-09-29,2227,N20,nominal,2.0NRT,297.44,15.54,N
38.05241,67.2747,300.77,0.67,0.73,2025-09-29,2227,N20,nominal,2.0NRT,285.43,15.54,N
38.05081,67.25683,354.39,0.67,0.73,2025-09-29,2227,N20,nominal,2.0NRT,285.36,50.85,N
38.04839,67.26439,343.02,0.67,0.73,2025-09-29,2227,N20,nominal,2.0NRT,298.86,36.71,N
38.04603,67.27177,300.34,0.67,0.73,2025-09-29,2227,N20,nominal,2.0NRT,284.6,36.71,N
39.30671,62.9725,300.52,0.37,0.58,2025-09-29,2227,N20,nominal,2.0NRT,285.89,0.58,N
39.25022,63.21015,297.49,0.38,0.59,2025-09-29,2227,N20,nominal,2.0NRT,285.24,0.53,N
39.30749,62.97465,302.73,0.37,0.58,2025-09-29,2227,N20,nominal,2.0NRT,286.91,0.81,N
38.05988,67.26218,297.45,0.67,0.73,2025-09-29,2227,N20,nominal,2.0NRT,284.33,1.27,N
38.05758,67.26953,301.04,0.67,0.73,2025-09-29,2227,N20,nominal,2.0NRT,285.22,1.27,N
38.05535,67.27666,295.12,0.67,0.74,2025-09-29,2227,N20,nominal,2.0NRT,284.98,2.16,N
38.05359,67.25895,367,0.67,0.73,2025-09-29,2227,N20,high,2.0NRT,288.06,96.2,N
38.05589,67.25161,300.36,0.67,0.73,2025-09-29,2227,N20,nominal,2.0NRT,283.88,6.81,N
38.04885,67.27407,310.45,0.67,0.74,2025-09-29,2227,N20,nominal,2.0NRT,285.7,15.53,N
38.04662,67.2812,295.95,0.67,0.74,2025-09-29,2227,N20,nominal,2.0NRT,284.19,15.53,N
39.15737,63.46727,296.44,0.4,0.6,2025-09-29,2227,N20,nominal,2.0NRT,285.14,0.56,N
38.04484,67.26355,295.44,0.67,0.73,2025-09-29,2227,N20,nominal,2.0NRT,283.57,96.2,N
38.94253,64.13455,301.41,0.44,0.62,2025-09-29,2227,N20,nominal,2.0NRT,285.33,0.59,N
38.45654,65.80698,296.54,0.55,0.68,2025-09-29,2227,N20,nominal,2.0NRT,285.01,1.11,N
39.1304,63.41583,299.23,0.4,0.6,2025-09-29,2227,N20,nominal,2.0NRT,284.96,0.68,N
39.17808,63.22037,301.76,0.39,0.59,2025-09-29,2227,N20,nominal,2.0NRT,285.4,0.8,N
39.1688,63.25436,306.36,0.39,0.59,2025-09-29,2227,N20,nominal,2.0NRT,287.37,0.93,N
39.16763,63.25862,304.5,0.39,0.59,2025-09-29,2227,N20,nominal,2.0NRT,285.95,0.93,N
39.13168,63.30489,297.88,0.39,0.59,2025-09-29,2227,N20,nominal,2.0NRT,284.41,0.93,N
39.05646,63.44485,297.45,0.4,0.6,2025-09-29,2227,N20,nominal,2.0NRT,285.07,0.74,N
38.96456,63.6935,295.99,0.41,0.61,2025-09-29,2227,N20,nominal,2.0NRT,285.13,0.56,N
38.97392,63.46669,299.02,0.4,0.6,2025-09-29,2227,N20,nominal,2.0NRT,285.93,0.66,N
38.87581,63.79684,300.68,0.42,0.61,2025-09-29,2227,N20,nominal,2.0NRT,285.2,0.53,N
38.84091,63.82015,295.37,0.42,0.61,2025-09-29,2227,N20,nominal,2.0NRT,284.29,0.55,N
39.15689,62.58782,299.04,0.36,0.57,2025-09-29,2227,N20,nominal,2.0NRT,285.89,0.58,N
37.9063,65.10496,297.64,0.52,0.67,2025-09-29,2227,N20,nominal,2.0NRT,284.96,0.39,N
37.96719,65.00428,300.46,0.51,0.66,2025-09-29,2227,N20,nominal,2.0NRT,283.88,0.82,N
39.68502,54.30387,301.52,0.43,0.38,2025-09-29,2229,N20,nominal,2.0NRT,290.77,0.79,N
37.98935,61.87853,300.66,0.35,0.57,2025-09-29,2229,N20,nominal,2.0NRT,286.04,0.96,N
37.98735,61.88621,303.45,0.35,0.57,2025-09-29,2229,N20,nominal,2.0NRT,286.84,0.77,N
37.80105,62.54826,304.6,0.39,0.59,2025-09-29,2229,N20,nominal,2.0NRT,284.49,1.22,N
37.79992,62.55247,308.07,0.39,0.59,2025-09-29,2229,N20,nominal,2.0NRT,286.65,1.22,N
37.7918,62.53966,296.06,0.39,0.59,2025-09-29,2229,N20,nominal,2.0NRT,284.97,1.16,N
37.7438,62.12803,300.7,0.37,0.58,2025-09-29,2229,N20,nominal,2.0NRT,285.52,0.53,N
39.51209,54.32687,307.68,0.44,0.38,2025-09-29,2229,N20,nominal,2.0NRT,289.33,0.87,N
37.84723,61.60392,296.52,0.34,0.56,2025-09-29,2229,N20,nominal,2.0NRT,285.61,0.37,N
37.67117,62.23566,309.46,0.38,0.58,2025-09-29,2229,N20,nominal,2.0NRT,285.6,1.11,N
37.66389,62.24162,300.57,0.38,0.58,2025-09-29,2229,N20,nominal,2.0NRT,285.11,1.58,N
37.63961,62.2043,309.1,0.38,0.58,2025-09-29,2229,N20,nominal,2.0NRT,285.06,0.73,N
37.62672,62.1673,298.38,0.37,0.58,2025-09-29,2229,N20,nominal,2.0NRT,286.2,0.58,N
37.62297,62.13885,298.48,0.37,0.58,2025-09-29,2229,N20,nominal,2.0NRT,286.07,0.6,N
37.61786,62.13671,299.65,0.37,0.58,2025-09-29,2229,N20,nominal,2.0NRT,285.93,0.34,N
37.61876,62.13762,307.45,0.37,0.58,2025-09-29,2229,N20,nominal,2.0NRT,286.74,0.76,N
37.65657,61.9066,299.91,0.36,0.57,2025-09-29,2229,N20,nominal,2.0NRT,286.89,0.51,N
37.56999,62.08594,316.19,0.37,0.58,2025-09-29,2229,N20,nominal,2.0NRT,283.77,1.07,N
37.6112,61.60748,308.27,0.35,0.57,2025-09-29,2229,N20,nominal,2.0NRT,288.64,1.34,N
37.42627,62.31285,300.66,0.39,0.59,2025-09-29,2229,N20,nominal,2.0NRT,285.36,0.71,N
37.61403,61.57522,311.25,0.35,0.57,2025-09-29,2229,N20,nominal,2.0NRT,287.33,1.29,N
37.59706,61.55577,301.18,0.35,0.57,2025-09-29,2229,N20,nominal,2.0NRT,285.33,0.87,N
37.59892,61.52745,297.88,0.35,0.56,2025-09-29,2229,N20,nominal,2.0NRT,285.64,0.66,N
37.59298,61.52917,298.65,0.35,0.56,2025-09-29,2229,N20,nominal,2.0NRT,286.15,0.66,N
37.49864,61.84669,300.71,0.36,0.58,2025-09-29,2229,N20,nominal,2.0NRT,287.21,1.27,N
37.4976,61.85061,298.08,0.36,0.58,2025-09-29,2229,N20,nominal,2.0NRT,287.2,0.87,N
38.2569,58.39146,313.32,0.46,0.47,2025-09-29,2229,N20,nominal,2.0NRT,290.79,2.22,N
37.22216,62.39548,296.27,0.39,0.6,2025-09-29,2229,N20,nominal,2.0NRT,284.26,0.56,N
37.22021,62.39669,297.18,0.39,0.6,2025-09-29,2229,N20,nominal,2.0NRT,284.36,0.51,N
39.04473,54.25119,312.14,0.44,0.38,2025-09-29,2229,N20,nominal,2.0NRT,288.84,1.01,N
39.04127,54.25014,332.37,0.44,0.38,2025-09-29,2229,N20,nominal,2.0NRT,292.29,5.86,N
37.5124,61.01363,301.96,0.33,0.55,2025-09-29,2229,N20,nominal,2.0NRT,285.24,0.68,N
38.21901,57.98909,299.92,0.44,0.46,2025-09-29,2229,N20,nominal,2.0NRT,287.11,0.81,N
38.19364,58.1013,298.61,0.44,0.46,2025-09-29,2229,N20,nominal,2.0NRT,287.6,0.7,N
37.11869,62.36311,325.23,0.39,0.6,2025-09-29,2229,N20,nominal,2.0NRT,287.14,1.36,N
38.19127,58.05263,298.84,0.44,0.46,2025-09-29,2229,N20,nominal,2.0NRT,288.29,0.77,N
37.11755,62.36734,295.7,0.39,0.6,2025-09-29,2229,N20,nominal,2.0NRT,285.53,1.36,N
38.26225,57.65965,304.52,0.42,0.45,2025-09-29,2229,N20,nominal,2.0NRT,291.68,1.67,N
38.19247,57.96745,302.21,0.44,0.46,2025-09-29,2229,N20,nominal,2.0NRT,288.53,0.86,N
38.17997,57.9838,302.67,0.44,0.46,2025-09-29,2229,N20,nominal,2.0NRT,287.73,0.91,N
37.1174,62.36103,309.38,0.39,0.6,2025-09-29,2229,N20,nominal,2.0NRT,286.65,1.77,N
37.11628,62.36528,312.8,0.4,0.6,2025-09-29,2229,N20,nominal,2.0NRT,287,1.76,N
