country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","10-10-2025 22:00:00",27.169338,78.03582,OZONE,1,32,16
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","10-10-2025 22:00:00",27.19862,77.92066,PM2.5,59,221,113
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","10-10-2025 22:00:00",27.19862,77.92066,SO2,6,19,14
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","10-10-2025 22:00:00",27.19862,77.92066,OZONE,2,4,4
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","10-10-2025 22:00:00",28.964949,77.278761,PM10,118,190,139
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","10-10-2025 22:00:00",17.518400,78.278777,PM10,122,155,145
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","10-10-2025 22:00:00",17.518400,78.278777,SO2,11,48,18
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","10-10-2025 22:00:00",17.393559,78.339194,PM2.5,38,51,44
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","10-10-2025 22:00:00",17.544899,78.486949,PM2.5,50,61,58
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","10-10-2025 22:00:00",17.544899,78.486949,PM10,71,127,91
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","10-10-2025 22:00:00",27.19865833,78.00598056,OZONE,14,57,39
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","10-10-2025 22:00:00",27.19412,77.96237,NH3,4,5,4
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","10-10-2025 22:00:00",27.19412,77.96237,CO,22,48,30
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","10-10-2025 22:00:00",17.429398,78.569354,CO,26,36,30
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","10-10-2025 22:00:00",17.37206,78.50864,PM2.5,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","10-10-2025 22:00:00",17.37206,78.50864,CO,22,32,27
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","10-10-2025 22:00:00",10.7654824,79.1389968,CO,7,10,8
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","10-10-2025 22:00:00","8.816428 ",78.099039,PM10,29,96,49
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","10-10-2025 22:00:00",23.8175497,91.2726974,OZONE,1,4,1
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","10-10-2025 22:00:00",27.106972,78.000111,PM10,27,176,108
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.6603346,77.3572563,SO2,7,13,11
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.6603346,77.3572563,OZONE,19,139,83
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","10-10-2025 22:00:00",26.730136,83.433859,PM10,58,155,112
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","10-10-2025 22:00:00",26.730136,83.433859,NO2,11,12,11
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","10-10-2025 22:00:00",26.730136,83.433859,NH3,1,1,1
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","10-10-2025 22:00:00",26.730136,83.433859,CO,3,6,5
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","10-10-2025 22:00:00",28.47272,77.482000,SO2,8,13,10
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","10-10-2025 22:00:00",28.47272,77.482000,OZONE,7,169,94
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","10-10-2025 22:00:00",28.557054,77.453663,PM2.5,81,289,126
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.757294,77.278792,PM10,167,413,220
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.757294,77.278792,SO2,7,16,12
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.685382,77.453839,PM10,155,303,196
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.685382,77.453839,NH3,4,6,5
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.685382,77.453839,SO2,11,20,15
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.685382,77.453839,OZONE,9,126,58
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.6603346,77.3572563,PM2.5,81,310,130
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","10-10-2025 22:00:00",26.509954,80.249612,NH3,3,3,3
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","10-10-2025 22:00:00",28.2348927,77.8683002,OZONE,4,5,5
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","10-10-2025 22:00:00",26.766433,80.927299,PM2.5,58,303,120
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","10-10-2025 22:00:00",26.766433,80.927299,NO2,12,12,12
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","10-10-2025 22:00:00",26.766433,80.927299,SO2,39,41,40
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","10-10-2025 22:00:00",28.359581,79.414455,NH3,2,21,9
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","10-10-2025 22:00:00",28.359581,79.414455,SO2,25,33,28
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","10-10-2025 22:00:00",28.359581,79.414455,CO,7,58,43
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","10-10-2025 22:00:00",28.38910936,79.42963708,PM2.5,54,170,96
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","10-10-2025 22:00:00",28.406963,77.849831,PM2.5,80,269,132
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","10-10-2025 22:00:00",25.4547,78.6039,PM10,102,389,181
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","10-10-2025 22:00:00",26.428282,80.327067,NO2,22,23,23
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","10-10-2025 22:00:00",26.428282,80.327067,NH3,2,2,2
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","10-10-2025 22:00:00",28.557054,77.453663,NH3,6,8,7
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","10-10-2025 22:00:00",28.725645,77.749675,PM10,117,156,134
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","10-10-2025 22:00:00",26.906111,80.948222,PM2.5,46,104,82
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","10-10-2025 22:00:00",26.906111,80.948222,NH3,8,14,12
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","10-10-2025 22:00:00",26.906111,80.948222,CO,24,62,43
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","10-10-2025 22:00:00",28.406963,77.849831,SO2,5,37,19
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","10-10-2025 22:00:00",28.406963,77.849831,CO,22,62,32
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","10-10-2025 22:00:00",27.1594,78.3953,CO,11,20,18
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","10-10-2025 22:00:00",28.856664,78.772638,PM10,62,130,87
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","10-10-2025 22:00:00",28.856664,78.772638,CO,27,41,40
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.849399,78.742362,PM2.5,56,223,91
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.849399,78.742362,NH3,4,4,4
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.802625,78.753728,PM2.5,50,136,79
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","10-10-2025 22:00:00",28.5447608,77.3231257,PM2.5,82,258,124
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","10-10-2025 22:00:00",28.5447608,77.3231257,PM10,160,410,219
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","10-10-2025 22:00:00",28.5447608,77.3231257,CO,28,109,62
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","10-10-2025 22:00:00",28.6245479,77.3577104,NO2,13,29,21
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","10-10-2025 22:00:00",26.83399722,80.8917361,NH3,11,13,11
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","10-10-2025 22:00:00",28.9535882,77.7622941,SO2,10,19,14
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","10-10-2025 22:00:00",28.569230,77.393848,NO2,48,164,87
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","10-10-2025 22:00:00",28.569230,77.393848,SO2,11,23,17
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","10-10-2025 22:00:00",28.840739,78.697531,OZONE,24,124,78
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","10-10-2025 22:00:00",28.88528,78.73880,CO,2,100,30
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","10-10-2025 22:00:00",28.83526,78.74460,PM10,68,152,112
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","10-10-2025 22:00:00",28.840739,78.697531,NH3,2,3,3
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","10-10-2025 22:00:00",26.8458805,80.9365541,PM2.5,48,219,124
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","10-10-2025 22:00:00",25.301778,82.996789,PM10,104,150,121
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","10-10-2025 22:00:00",25.301778,82.996789,SO2,26,28,27
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","10-10-2025 22:00:00",25.301778,82.996789,CO,8,24,14
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","10-10-2025 22:00:00",25.262326,82.995408,NO2,2,3,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","10-10-2025 22:00:00",25.32393,82.99687,PM2.5,23,50,33
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","10-10-2025 22:00:00",27.5714090,77.6557570,NO2,12,12,12
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","10-10-2025 22:00:00",23.6181830,87.1057180,NH3,1,2,1
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","10-10-2025 22:00:00",23.6181830,87.1057180,OZONE,12,59,39
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","10-10-2025 22:00:00",23.616515,87.119133,PM2.5,49,160,90
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","10-10-2025 22:00:00",23.616515,87.119133,NH3,1,1,1
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","10-10-2025 22:00:00",23.616515,87.119133,OZONE,19,54,42
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","10-10-2025 22:00:00","25.44919916 ","81.82735986 ",NO2,5,5,5
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","10-10-2025 22:00:00","25.44919916 ","81.82735986 ",SO2,4,59,29
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","10-10-2025 22:00:00",25.3505986,82.9083074,PM10,50,135,75
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","10-10-2025 22:00:00",25.3505986,82.9083074,NO2,43,58,52
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","10-10-2025 22:00:00",30.269444,78.044167,NO2,1,2,1
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","10-10-2025 22:00:00",29.2124114,78.9611753,PM2.5,12,75,50
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","10-10-2025 22:00:00",29.2124114,78.9611753,SO2,5,9,7
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","10-10-2025 22:00:00",30.075911,78.2859547,SO2,NA,NA,NA
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","10-10-2025 22:00:00",23.685297,86.945968,PM2.5,38,102,62
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","10-10-2025 22:00:00",22.7605581,88.3617589,PM10,38,117,74
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","10-10-2025 22:00:00",23.567923,87.306843,PM10,31,65,46
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","10-10-2025 22:00:00",23.5087640,87.3544400,PM2.5,20,64,43
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","10-10-2025 22:00:00",23.5087640,87.3544400,SO2,5,6,5
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","10-10-2025 22:00:00",23.685297,86.945968,NO2,15,28,23
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","10-10-2025 22:00:00",23.6979360,86.9443950,NH3,1,1,1
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","10-10-2025 22:00:00",22.554954,88.292568,PM2.5,50,89,68
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","10-10-2025 22:00:00",22.6025571,88.3105664,NO2,8,35,19
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","10-10-2025 22:00:00",22.6025571,88.3105664,OZONE,2,82,34
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","10-10-2025 22:00:00",22.5687319,88.2797276,PM10,60,100,84
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","10-10-2025 22:00:00",22.5687319,88.2797276,CO,26,63,34
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","10-10-2025 22:00:00",22.5687319,88.2797276,OZONE,8,27,19
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","10-10-2025 22:00:00",22.5367507,88.3638022,NO2,27,65,46
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","10-10-2025 22:00:00",22.5367507,88.3638022,CO,12,37,21
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","10-10-2025 22:00:00",22.49929,88.36917,PM10,64,117,97
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","10-10-2025 22:00:00",22.627847,88.380669,PM2.5,42,84,69
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","10-10-2025 22:00:00",22.5448082,88.3403691,OZONE,10,45,29
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","10-10-2025 22:00:00",26.6879226,88.4152495,PM10,49,85,64
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","10-10-2025 22:00:00",26.6879226,88.4152495,NO2,16,24,20
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","10-10-2025 22:00:00",13.615387,79.409230,PM10,43,118,68
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","10-10-2025 22:00:00",13.615387,79.409230,NO2,6,7,6
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","10-10-2025 22:00:00",13.615387,79.409230,CO,10,34,24
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","10-10-2025 22:00:00",16.509717,80.612222,PM2.5,55,85,75
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","10-10-2025 22:00:00",16.554731,80.649110,NO2,6,8,7
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","10-10-2025 22:00:00",11.654054,92.734055,PM2.5,NA,NA,NA
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","10-10-2025 22:00:00",11.654054,92.734055,NO2,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","10-10-2025 22:00:00",14.675886,77.593027,PM2.5,58,82,66
India,Assam,Guwahati,"IITG, Guwahati - PCBA","10-10-2025 22:00:00",26.2028636,91.70046436,OZONE,1,20,7
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","10-10-2025 22:00:00",26.10887,91.589544,NO2,12,52,16
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","10-10-2025 22:00:00",26.10887,91.589544,SO2,8,18,13
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","10-10-2025 22:00:00",14.675886,77.593027,CO,32,74,53
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","10-10-2025 22:00:00",13.204880,79.097889,PM10,58,162,85
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-10-2025 22:00:00",17.72,83.3,CO,10,52,17
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-10-2025 22:00:00",17.72,83.3,OZONE,6,62,50
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","10-10-2025 22:00:00",13.67,79.35,SO2,2,4,3
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","10-10-2025 22:00:00",13.67,79.35,CO,23,59,32
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","10-10-2025 22:00:00",27.103358,93.679645,PM10,NA,NA,NA
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","10-10-2025 22:00:00",27.103358,93.679645,SO2,NA,NA,NA
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-10-2025 22:00:00",16.9872867,81.7363176,CO,13,34,25
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","10-10-2025 22:00:00",16.554731,80.649110,OZONE,58,210,74
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","10-10-2025 22:00:00",14.465052,78.824187,NH3,2,3,2
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","10-10-2025 22:00:00",26.349082,92.68449,NH3,4,4,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","10-10-2025 22:00:00",26.446912,91.439057,PM2.5,51,53,53
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","10-10-2025 22:00:00",26.446912,91.439057,PM10,46,47,47
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","10-10-2025 22:00:00",26.446912,91.439057,OZONE,5,12,12
India,Assam,Silchar,"Tarapur, Silchar - PCBA","10-10-2025 22:00:00",24.82827,92.79525,PM10,49,50,50
India,Assam,Silchar,"Tarapur, Silchar - PCBA","10-10-2025 22:00:00",24.82827,92.79525,NO2,17,19,17
India,Assam,Silchar,"Tarapur, Silchar - PCBA","10-10-2025 22:00:00",24.82827,92.79525,NH3,1,1,1
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","10-10-2025 22:00:00",26.987634,94.636574,PM2.5,17,36,26
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","10-10-2025 22:00:00",26.987634,94.636574,NO2,15,37,21
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","10-10-2025 22:00:00",24.762518,84.982348,PM2.5,22,120,40
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","10-10-2025 22:00:00",24.762518,84.982348,NO2,17,20,18
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","10-10-2025 22:00:00",24.762518,84.982348,NH3,3,4,3
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","10-10-2025 22:00:00",24.762518,84.982348,SO2,7,13,8
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","10-10-2025 22:00:00",25.697189,85.245900,PM10,64,111,83
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","10-10-2025 22:00:00",25.265194,87.012947,CO,46,76,60
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","10-10-2025 22:00:00",25.204762,85.514960,PM2.5,47,65,56
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","10-10-2025 22:00:00",25.204762,85.514960,PM10,57,78,68
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","10-10-2025 22:00:00",25.567520,83.966379,PM2.5,60,64,63
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","10-10-2025 22:00:00",25.560083,87.553265,OZONE,1,8,3
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","10-10-2025 22:00:00",26.0881305,87.93840336,PM2.5,NA,NA,NA
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","10-10-2025 22:00:00",26.987634,94.636574,CO,13,28,19
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","10-10-2025 22:00:00",26.146529,87.454184,CO,16,30,23
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","10-10-2025 22:00:00",25.42742023,86.13886079,PM10,5,55,26
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","10-10-2025 22:00:00",26.80365,84.51954,PM2.5,NA,NA,NA
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","10-10-2025 22:00:00",25.560083,87.553265,NH3,1,1,1
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","10-10-2025 22:00:00",24.7955,84.9994,SO2,8,12,11
India,Bihar,Patna,"Muradpur, Patna - BSPCB","10-10-2025 22:00:00",25.619651,85.147382,NO2,8,10,9
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","10-10-2025 22:00:00",25.599486,85.113666,OZONE,7,18,9
India,Bihar,Patna,"Samanpura, Patna - BSPCB","10-10-2025 22:00:00",25.596727,85.085624,PM10,NA,NA,NA
India,Bihar,Patna,"Samanpura, Patna - BSPCB","10-10-2025 22:00:00",25.596727,85.085624,SO2,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","10-10-2025 22:00:00",25.03280,85.41948,CO,80,101,89
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","10-10-2025 22:00:00",25.859655,85.77944,PM2.5,NA,NA,NA
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","10-10-2025 22:00:00",25.859655,85.77944,NH3,NA,NA,NA
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","10-10-2025 22:00:00",25.859655,85.77944,SO2,NA,NA,NA
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.11442,85.39813,CO,20,45,33
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.1403345,85.3650192,NO2,NA,NA,NA
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.1403345,85.3650192,NH3,NA,NA,NA
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.1209,85.3647,CO,21,45,32
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","10-10-2025 22:00:00",25.592539,85.227158,NO2,14,18,16
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","10-10-2025 22:00:00",26.63086,84.90051,PM2.5,38,45,41
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.11442,85.39813,PM10,NA,NA,NA
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.1209,85.3647,NO2,8,17,14
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.1209,85.3647,SO2,5,7,6
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","10-10-2025 22:00:00",25.610369,85.132568,NO2,1,15,10
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","10-10-2025 22:00:00",27.308328,84.531742,NH3,1,3,2
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","10-10-2025 22:00:00",25.366336,87.117468,PM2.5,23,85,54
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","10-10-2025 22:00:00",26.2271665,84.3570427,OZONE,8,9,9
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","10-10-2025 22:00:00",30.735567,76.775714,NH3,12,19,14
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","10-10-2025 22:00:00",30.735567,76.775714,CO,29,80,58
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","10-10-2025 22:00:00",30.751462,76.762879,PM2.5,39,66,49
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","10-10-2025 22:00:00",30.751462,76.762879,PM10,46,78,59
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","10-10-2025 22:00:00",30.751462,76.762879,CO,10,28,24
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","10-10-2025 22:00:00",21.194815,81.314770,NH3,5,5,5
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","10-10-2025 22:00:00",21.185571,81.343175,NO2,3,13,7
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","10-10-2025 22:00:00",21.185571,81.343175,SO2,8,9,9
