value,parameter.name,parameter.units,period.datetimeFrom.utc
26.0,pm25,µg/m³,2017-03-10T21:00:00Z
26.0,pm25,µg/m³,2017-03-10T21:30:00Z
17.0,pm25,µg/m³,2017-03-10T22:00:00Z
17.0,pm25,µg/m³,2017-03-10T22:30:00Z
23.0,pm25,µg/m³,2017-03-10T23:00:00Z
23.0,pm25,µg/m³,2017-03-10T23:30:00Z
30.0,pm25,µg/m³,2017-03-11T00:00:00Z
30.0,pm25,µg/m³,2017-03-11T00:30:00Z
37.0,pm25,µg/m³,2017-03-11T01:00:00Z
37.0,pm25,µg/m³,2017-03-11T01:30:00Z
53.0,pm25,µg/m³,2017-03-11T02:00:00Z
53.0,pm25,µg/m³,2017-03-11T02:30:00Z
34.0,pm25,µg/m³,2017-03-11T03:00:00Z
34.0,pm25,µg/m³,2017-03-11T03:30:00Z
27.0,pm25,µg/m³,2017-03-11T04:00:00Z
27.0,pm25,µg/m³,2017-03-11T04:30:00Z
36.0,pm25,µg/m³,2017-03-11T05:00:00Z
36.0,pm25,µg/m³,2017-03-11T05:30:00Z
45.0,pm25,µg/m³,2017-03-11T06:00:00Z
45.0,pm25,µg/m³,2017-03-11T06:30:00Z
48.0,pm25,µg/m³,2017-03-11T07:00:00Z
33.0,pm25,µg/m³,2017-03-11T09:00:00Z
33.0,pm25,µg/m³,2017-03-11T09:30:00Z
37.0,pm25,µg/m³,2017-03-11T10:00:00Z
37.0,pm25,µg/m³,2017-03-11T10:30:00Z
24.0,pm25,µg/m³,2017-03-11T11:00:00Z
24.0,pm25,µg/m³,2017-03-11T11:30:00Z
22.0,pm25,µg/m³,2017-03-11T12:00:00Z
22.0,pm25,µg/m³,2017-03-11T12:30:00Z
31.0,pm25,µg/m³,2017-03-11T13:00:00Z
31.0,pm25,µg/m³,2017-03-11T13:30:00Z
55.0,pm25,µg/m³,2017-03-11T14:00:00Z
55.0,pm25,µg/m³,2017-03-11T14:30:00Z
30.0,pm25,µg/m³,2017-03-11T15:00:00Z
30.0,pm25,µg/m³,2017-03-11T15:30:00Z
46.0,pm25,µg/m³,2017-03-11T16:00:00Z
46.0,pm25,µg/m³,2017-03-11T16:30:00Z
51.0,pm25,µg/m³,2017-03-11T17:00:00Z
115.0,pm25,µg/m³,2017-03-11T17:30:00Z
66.0,pm25,µg/m³,2017-03-11T18:00:00Z
66.0,pm25,µg/m³,2017-03-11T18:30:00Z
74.0,pm25,µg/m³,2017-03-11T19:00:00Z
74.0,pm25,µg/m³,2017-03-11T19:30:00Z
100.0,pm25,µg/m³,2017-03-11T20:00:00Z
100.0,pm25,µg/m³,2017-03-11T20:30:00Z
103.0,pm25,µg/m³,2017-03-11T21:00:00Z
103.0,pm25,µg/m³,2017-03-11T21:30:00Z
69.0,pm25,µg/m³,2017-03-11T22:00:00Z
69.0,pm25,µg/m³,2017-03-11T22:30:00Z
18.0,pm25,µg/m³,2017-03-11T23:00:00Z
18.0,pm25,µg/m³,2017-03-11T23:30:00Z
16.0,pm25,µg/m³,2017-03-12T00:00:00Z
16.0,pm25,µg/m³,2017-03-12T00:30:00Z
36.0,pm25,µg/m³,2017-03-12T01:00:00Z
36.0,pm25,µg/m³,2017-03-12T01:30:00Z
119.0,pm25,µg/m³,2017-03-12T02:00:00Z
119.0,pm25,µg/m³,2017-03-12T02:30:00Z
158.0,pm25,µg/m³,2017-03-12T03:00:00Z
158.0,pm25,µg/m³,2017-03-12T03:30:00Z
128.0,pm25,µg/m³,2017-03-12T04:00:00Z
128.0,pm25,µg/m³,2017-03-12T04:30:00Z
101.0,pm25,µg/m³,2017-03-12T05:00:00Z
101.0,pm25,µg/m³,2017-03-12T05:30:00Z
39.0,pm25,µg/m³,2017-03-12T06:00:00Z
39.0,pm25,µg/m³,2017-03-12T06:30:00Z
30.0,pm25,µg/m³,2017-03-12T07:00:00Z
30.0,pm25,µg/m³,2017-03-12T07:30:00Z
33.0,pm25,µg/m³,2017-03-12T08:00:00Z
33.0,pm25,µg/m³,2017-03-12T08:30:00Z
28.0,pm25,µg/m³,2017-03-12T09:00:00Z
28.0,pm25,µg/m³,2017-03-12T09:30:00Z
18.0,pm25,µg/m³,2017-03-12T10:00:00Z
18.0,pm25,µg/m³,2017-03-12T10:30:00Z
16.0,pm25,µg/m³,2017-03-12T11:00:00Z
16.0,pm25,µg/m³,2017-03-12T11:30:00Z
27.0,pm25,µg/m³,2017-03-12T12:00:00Z
27.0,pm25,µg/m³,2017-03-12T12:30:00Z
22.0,pm25,µg/m³,2017-03-12T13:00:00Z
22.0,pm25,µg/m³,2017-03-12T13:30:00Z
55.0,pm25,µg/m³,2017-03-12T14:00:00Z
55.0,pm25,µg/m³,2017-03-12T14:30:00Z
110.0,pm25,µg/m³,2017-03-12T15:00:00Z
111.0,pm25,µg/m³,2017-03-12T15:30:00Z
176.0,pm25,µg/m³,2017-03-12T16:00:00Z
176.0,pm25,µg/m³,2017-03-12T16:30:00Z
115.0,pm25,µg/m³,2017-03-12T17:00:00Z
84.0,pm25,µg/m³,2017-03-12T17:30:00Z
68.0,pm25,µg/m³,2017-03-12T18:00:00Z
68.0,pm25,µg/m³,2017-03-12T18:30:00Z
60.0,pm25,µg/m³,2017-03-12T19:00:00Z
60.0,pm25,µg/m³,2017-03-12T19:30:00Z
61.0,pm25,µg/m³,2017-03-12T20:00:00Z
61.0,pm25,µg/m³,2017-03-12T20:30:00Z
65.0,pm25,µg/m³,2017-03-12T21:00:00Z
65.0,pm25,µg/m³,2017-03-12T21:30:00Z
49.0,pm25,µg/m³,2017-03-12T22:00:00Z
49.0,pm25,µg/m³,2017-03-12T22:30:00Z
137.0,pm25,µg/m³,2017-03-12T23:00:00Z
137.0,pm25,µg/m³,2017-03-12T23:30:00Z
202.0,pm25,µg/m³,2017-03-13T01:00:00Z
202.0,pm25,µg/m³,2017-03-13T01:30:00Z
299.0,pm25,µg/m³,2017-03-13T02:00:00Z
299.0,pm25,µg/m³,2017-03-13T02:30:00Z
221.0,pm25,µg/m³,2017-03-13T03:00:00Z
221.0,pm25,µg/m³,2017-03-13T03:30:00Z
112.0,pm25,µg/m³,2017-03-13T04:00:00Z
112.0,pm25,µg/m³,2017-03-13T04:30:00Z
65.0,pm25,µg/m³,2017-03-13T05:00:00Z
65.0,pm25,µg/m³,2017-03-13T05:30:00Z
27.0,pm25,µg/m³,2017-03-13T06:00:00Z
27.0,pm25,µg/m³,2017-03-13T06:30:00Z
35.0,pm25,µg/m³,2017-03-13T07:00:00Z
35.0,pm25,µg/m³,2017-03-13T07:30:00Z
33.0,pm25,µg/m³,2017-03-13T08:00:00Z
33.0,pm25,µg/m³,2017-03-13T08:30:00Z
32.0,pm25,µg/m³,2017-03-13T09:00:00Z
32.0,pm25,µg/m³,2017-03-13T09:30:00Z
35.0,pm25,µg/m³,2017-03-13T10:00:00Z
35.0,pm25,µg/m³,2017-03-13T10:30:00Z
17.0,pm25,µg/m³,2017-03-13T11:00:00Z
17.0,pm25,µg/m³,2017-03-13T11:30:00Z
28.0,pm25,µg/m³,2017-03-13T12:00:00Z
28.0,pm25,µg/m³,2017-03-13T12:30:00Z
29.0,pm25,µg/m³,2017-03-13T13:00:00Z
29.0,pm25,µg/m³,2017-03-13T13:30:00Z
60.0,pm25,µg/m³,2017-03-13T14:00:00Z
60.0,pm25,µg/m³,2017-03-13T14:30:00Z
58.0,pm25,µg/m³,2017-03-13T15:00:00Z
58.0,pm25,µg/m³,2017-03-13T15:30:00Z
76.0,pm25,µg/m³,2017-03-13T16:00:00Z
76.0,pm25,µg/m³,2017-03-13T16:30:00Z
84.0,pm25,µg/m³,2017-03-13T17:00:00Z
82.0,pm25,µg/m³,2017-03-13T17:30:00Z
67.0,pm25,µg/m³,2017-03-13T18:00:00Z
67.0,pm25,µg/m³,2017-03-13T18:30:00Z
75.0,pm25,µg/m³,2017-03-13T19:00:00Z
75.0,pm25,µg/m³,2017-03-13T19:30:00Z
74.0,pm25,µg/m³,2017-03-13T20:00:00Z
74.0,pm25,µg/m³,2017-03-13T20:30:00Z
83.0,pm25,µg/m³,2017-03-13T21:00:00Z
83.0,pm25,µg/m³,2017-03-13T21:30:00Z
87.0,pm25,µg/m³,2017-03-13T22:00:00Z
87.0,pm25,µg/m³,2017-03-13T22:30:00Z
96.0,pm25,µg/m³,2017-03-13T23:00:00Z
96.0,pm25,µg/m³,2017-03-13T23:30:00Z
108.0,pm25,µg/m³,2017-03-14T00:00:00Z
108.0,pm25,µg/m³,2017-03-14T00:30:00Z
162.0,pm25,µg/m³,2017-03-14T01:00:00Z
162.0,pm25,µg/m³,2017-03-14T01:30:00Z
279.0,pm25,µg/m³,2017-03-14T02:00:00Z
279.0,pm25,µg/m³,2017-03-14T02:30:00Z
217.0,pm25,µg/m³,2017-03-14T03:00:00Z
217.0,pm25,µg/m³,2017-03-14T03:30:00Z
113.0,pm25,µg/m³,2017-03-14T04:00:00Z
113.0,pm25,µg/m³,2017-03-14T04:30:00Z
114.0,pm25,µg/m³,2017-03-14T05:00:00Z
114.0,pm25,µg/m³,2017-03-14T05:30:00Z
55.0,pm25,µg/m³,2017-03-14T06:00:00Z
55.0,pm25,µg/m³,2017-03-14T06:30:00Z
62.0,pm25,µg/m³,2017-03-14T07:00:00Z
62.0,pm25,µg/m³,2017-03-14T07:30:00Z
51.0,pm25,µg/m³,2017-03-14T08:00:00Z
51.0,pm25,µg/m³,2017-03-14T08:30:00Z
40.0,pm25,µg/m³,2017-03-14T09:00:00Z
40.0,pm25,µg/m³,2017-03-14T09:30:00Z
30.0,pm25,µg/m³,2017-03-14T10:00:00Z
30.0,pm25,µg/m³,2017-03-14T10:30:00Z
27.0,pm25,µg/m³,2017-03-14T11:00:00Z
27.0,pm25,µg/m³,2017-03-14T11:30:00Z
30.0,pm25,µg/m³,2017-03-14T12:00:00Z
30.0,pm25,µg/m³,2017-03-14T12:30:00Z
25.0,pm25,µg/m³,2017-03-14T13:00:00Z
25.0,pm25,µg/m³,2017-03-14T13:30:00Z
74.0,pm25,µg/m³,2017-03-14T14:00:00Z
74.0,pm25,µg/m³,2017-03-14T14:30:00Z
87.0,pm25,µg/m³,2017-03-14T15:00:00Z
87.0,pm25,µg/m³,2017-03-14T15:30:00Z
84.0,pm25,µg/m³,2017-03-14T16:00:00Z
84.0,pm25,µg/m³,2017-03-14T16:30:00Z
82.0,pm25,µg/m³,2017-03-14T17:00:00Z
65.0,pm25,µg/m³,2017-03-14T17:30:00Z
106.0,pm25,µg/m³,2017-03-14T18:00:00Z
106.0,pm25,µg/m³,2017-03-14T18:30:00Z
126.0,pm25,µg/m³,2017-03-14T19:00:00Z
126.0,pm25,µg/m³,2017-03-14T19:30:00Z
91.0,pm25,µg/m³,2017-03-14T20:00:00Z
91.0,pm25,µg/m³,2017-03-14T20:30:00Z
94.0,pm25,µg/m³,2017-03-14T21:00:00Z
94.0,pm25,µg/m³,2017-03-14T21:30:00Z
157.0,pm25,µg/m³,2017-03-14T22:00:00Z
157.0,pm25,µg/m³,2017-03-14T22:30:00Z
161.0,pm25,µg/m³,2017-03-14T23:00:00Z
161.0,pm25,µg/m³,2017-03-14T23:30:00Z
223.0,pm25,µg/m³,2017-03-15T00:00:00Z
223.0,pm25,µg/m³,2017-03-15T00:30:00Z
246.0,pm25,µg/m³,2017-03-15T01:00:00Z
246.0,pm25,µg/m³,2017-03-15T01:30:00Z
306.0,pm25,µg/m³,2017-03-15T02:00:00Z
306.0,pm25,µg/m³,2017-03-15T02:30:00Z
282.0,pm25,µg/m³,2017-03-15T03:00:00Z
282.0,pm25,µg/m³,2017-03-15T03:30:00Z
192.0,pm25,µg/m³,2017-03-15T04:00:00Z
192.0,pm25,µg/m³,2017-03-15T04:30:00Z
92.0,pm25,µg/m³,2017-03-15T05:00:00Z
92.0,pm25,µg/m³,2017-03-15T05:30:00Z
74.0,pm25,µg/m³,2017-03-15T06:00:00Z
74.0,pm25,µg/m³,2017-03-15T06:30:00Z
67.0,pm25,µg/m³,2017-03-15T07:00:00Z
67.0,pm25,µg/m³,2017-03-15T07:30:00Z
37.0,pm25,µg/m³,2017-03-15T08:00:00Z
37.0,pm25,µg/m³,2017-03-15T08:30:00Z
39.0,pm25,µg/m³,2017-03-15T09:00:00Z
39.0,pm25,µg/m³,2017-03-15T09:30:00Z
32.0,pm25,µg/m³,2017-03-15T10:00:00Z
32.0,pm25,µg/m³,2017-03-15T10:30:00Z
29.0,pm25,µg/m³,2017-03-15T11:00:00Z
29.0,pm25,µg/m³,2017-03-15T11:30:00Z
31.0,pm25,µg/m³,2017-03-15T12:00:00Z
31.0,pm25,µg/m³,2017-03-15T12:30:00Z
72.0,pm25,µg/m³,2017-03-15T15:00:00Z
72.0,pm25,µg/m³,2017-03-15T15:30:00Z
75.0,pm25,µg/m³,2017-03-15T16:00:00Z
75.0,pm25,µg/m³,2017-03-15T16:30:00Z
65.0,pm25,µg/m³,2017-03-15T17:00:00Z
134.0,pm25,µg/m³,2017-03-15T17:30:00Z
84.0,pm25,µg/m³,2017-03-15T18:00:00Z
84.0,pm25,µg/m³,2017-03-15T18:30:00Z
119.0,pm25,µg/m³,2017-03-15T19:00:00Z
119.0,pm25,µg/m³,2017-03-15T19:30:00Z
137.0,pm25,µg/m³,2017-03-15T20:00:00Z
137.0,pm25,µg/m³,2017-03-15T20:30:00Z
173.0,pm25,µg/m³,2017-03-15T21:00:00Z
173.0,pm25,µg/m³,2017-03-15T21:30:00Z
225.0,pm25,µg/m³,2017-03-15T22:00:00Z
225.0,pm25,µg/m³,2017-03-15T22:30:00Z
250.0,pm25,µg/m³,2017-03-15T23:00:00Z
250.0,pm25,µg/m³,2017-03-15T23:30:00Z
292.0,pm25,µg/m³,2017-03-16T00:00:00Z
292.0,pm25,µg/m³,2017-03-16T00:30:00Z
284.0,pm25,µg/m³,2017-03-16T01:00:00Z
284.0,pm25,µg/m³,2017-03-16T01:30:00Z
307.0,pm25,µg/m³,2017-03-16T02:00:00Z
307.0,pm25,µg/m³,2017-03-16T02:30:00Z
227.0,pm25,µg/m³,2017-03-16T03:00:00Z
227.0,pm25,µg/m³,2017-03-16T03:30:00Z
176.0,pm25,µg/m³,2017-03-16T04:00:00Z
176.0,pm25,µg/m³,2017-03-16T04:30:00Z
120.0,pm25,µg/m³,2017-03-16T05:00:00Z
120.0,pm25,µg/m³,2017-03-16T05:30:00Z
81.0,pm25,µg/m³,2017-03-16T06:00:00Z
81.0,pm25,µg/m³,2017-03-16T06:30:00Z
63.0,pm25,µg/m³,2017-03-16T07:00:00Z
63.0,pm25,µg/m³,2017-03-16T07:30:00Z
66.0,pm25,µg/m³,2017-03-16T08:00:00Z
66.0,pm25,µg/m³,2017-03-16T08:30:00Z
50.0,pm25,µg/m³,2017-03-16T09:00:00Z
50.0,pm25,µg/m³,2017-03-16T09:30:00Z
66.0,pm25,µg/m³,2017-03-16T10:00:00Z
66.0,pm25,µg/m³,2017-03-16T10:30:00Z
81.0,pm25,µg/m³,2017-03-16T11:00:00Z
81.0,pm25,µg/m³,2017-03-16T11:30:00Z
50.0,pm25,µg/m³,2017-03-16T12:00:00Z
50.0,pm25,µg/m³,2017-03-16T12:30:00Z
59.0,pm25,µg/m³,2017-03-16T13:00:00Z
59.0,pm25,µg/m³,2017-03-16T13:30:00Z
101.0,pm25,µg/m³,2017-03-16T14:00:00Z
101.0,pm25,µg/m³,2017-03-16T14:30:00Z
71.0,pm25,µg/m³,2017-03-16T15:00:00Z
71.0,pm25,µg/m³,2017-03-16T15:30:00Z
94.0,pm25,µg/m³,2017-03-16T16:00:00Z
94.0,pm25,µg/m³,2017-03-16T16:30:00Z
134.0,pm25,µg/m³,2017-03-16T17:00:00Z
108.0,pm25,µg/m³,2017-03-16T17:30:00Z
131.0,pm25,µg/m³,2017-03-16T18:00:00Z
131.0,pm25,µg/m³,2017-03-16T18:30:00Z
133.0,pm25,µg/m³,2017-03-16T19:00:00Z
133.0,pm25,µg/m³,2017-03-16T19:30:00Z
143.0,pm25,µg/m³,2017-03-16T20:00:00Z
143.0,pm25,µg/m³,2017-03-16T20:30:00Z
131.0,pm25,µg/m³,2017-03-16T21:00:00Z
131.0,pm25,µg/m³,2017-03-16T21:30:00Z
229.0,pm25,µg/m³,2017-03-16T22:00:00Z
229.0,pm25,µg/m³,2017-03-16T22:30:00Z
242.0,pm25,µg/m³,2017-03-16T23:00:00Z
242.0,pm25,µg/m³,2017-03-16T23:30:00Z
191.0,pm25,µg/m³,2017-03-17T00:00:00Z
191.0,pm25,µg/m³,2017-03-17T00:30:00Z
267.0,pm25,µg/m³,2017-03-17T01:00:00Z
267.0,pm25,µg/m³,2017-03-17T01:30:00Z
266.0,pm25,µg/m³,2017-03-17T02:00:00Z
266.0,pm25,µg/m³,2017-03-17T02:30:00Z
231.0,pm25,µg/m³,2017-03-17T03:00:00Z
231.0,pm25,µg/m³,2017-03-17T03:30:00Z
115.0,pm25,µg/m³,2017-03-17T04:00:00Z
115.0,pm25,µg/m³,2017-03-17T04:30:00Z
66.0,pm25,µg/m³,2017-03-17T05:00:00Z
66.0,pm25,µg/m³,2017-03-17T05:30:00Z
58.0,pm25,µg/m³,2017-03-17T06:00:00Z
58.0,pm25,µg/m³,2017-03-17T06:30:00Z
56.0,pm25,µg/m³,2017-03-17T07:00:00Z
56.0,pm25,µg/m³,2017-03-17T07:30:00Z
56.0,pm25,µg/m³,2017-03-17T08:00:00Z
56.0,pm25,µg/m³,2017-03-17T08:30:00Z
51.0,pm25,µg/m³,2017-03-17T09:00:00Z
51.0,pm25,µg/m³,2017-03-17T09:30:00Z
44.0,pm25,µg/m³,2017-03-17T10:00:00Z
44.0,pm25,µg/m³,2017-03-17T10:30:00Z
47.0,pm25,µg/m³,2017-03-17T11:00:00Z
47.0,pm25,µg/m³,2017-03-17T11:30:00Z
50.0,pm25,µg/m³,2017-03-17T12:00:00Z
50.0,pm25,µg/m³,2017-03-17T12:30:00Z
80.0,pm25,µg/m³,2017-03-17T13:00:00Z
80.0,pm25,µg/m³,2017-03-17T13:30:00Z
127.0,pm25,µg/m³,2017-03-17T14:00:00Z
127.0,pm25,µg/m³,2017-03-17T14:30:00Z
124.0,pm25,µg/m³,2017-03-17T15:00:00Z
124.0,pm25,µg/m³,2017-03-17T15:30:00Z
118.0,pm25,µg/m³,2017-03-17T16:00:00Z
118.0,pm25,µg/m³,2017-03-17T16:30:00Z
108.0,pm25,µg/m³,2017-03-17T17:00:00Z
140.0,pm25,µg/m³,2017-03-17T17:30:00Z
117.0,pm25,µg/m³,2017-03-17T18:00:00Z
117.0,pm25,µg/m³,2017-03-17T18:30:00Z
98.0,pm25,µg/m³,2017-03-17T19:00:00Z
98.0,pm25,µg/m³,2017-03-17T19:30:00Z
89.0,pm25,µg/m³,2017-03-17T20:00:00Z
89.0,pm25,µg/m³,2017-03-17T20:30:00Z
79.0,pm25,µg/m³,2017-03-17T21:00:00Z
79.0,pm25,µg/m³,2017-03-17T21:30:00Z
210.0,pm25,µg/m³,2017-03-17T22:00:00Z
210.0,pm25,µg/m³,2017-03-17T22:30:00Z
223.0,pm25,µg/m³,2017-03-17T23:00:00Z
223.0,pm25,µg/m³,2017-03-17T23:30:00Z
117.0,pm25,µg/m³,2017-03-18T00:00:00Z
117.0,pm25,µg/m³,2017-03-18T00:30:00Z
157.0,pm25,µg/m³,2017-03-18T01:00:00Z
157.0,pm25,µg/m³,2017-03-18T01:30:00Z
283.0,pm25,µg/m³,2017-03-18T02:00:00Z
283.0,pm25,µg/m³,2017-03-18T02:30:00Z
254.0,pm25,µg/m³,2017-03-18T03:00:00Z
254.0,pm25,µg/m³,2017-03-18T03:30:00Z
167.0,pm25,µg/m³,2017-03-18T04:00:00Z
167.0,pm25,µg/m³,2017-03-18T04:30:00Z
95.0,pm25,µg/m³,2017-03-18T05:00:00Z
95.0,pm25,µg/m³,2017-03-18T05:30:00Z
70.0,pm25,µg/m³,2017-03-18T06:00:00Z
70.0,pm25,µg/m³,2017-03-18T06:30:00Z
47.0,pm25,µg/m³,2017-03-18T07:00:00Z
47.0,pm25,µg/m³,2017-03-18T07:30:00Z
33.0,pm25,µg/m³,2017-03-18T08:00:00Z
33.0,pm25,µg/m³,2017-03-18T08:30:00Z
31.0,pm25,µg/m³,2017-03-18T09:00:00Z
31.0,pm25,µg/m³,2017-03-18T09:30:00Z
25.0,pm25,µg/m³,2017-03-18T10:00:00Z
25.0,pm25,µg/m³,2017-03-18T10:30:00Z
29.0,pm25,µg/m³,2017-03-18T11:00:00Z
29.0,pm25,µg/m³,2017-03-18T11:30:00Z
35.0,pm25,µg/m³,2017-03-18T12:00:00Z
35.0,pm25,µg/m³,2017-03-18T12:30:00Z
55.0,pm25,µg/m³,2017-03-18T13:00:00Z
55.0,pm25,µg/m³,2017-03-18T13:30:00Z
61.0,pm25,µg/m³,2017-03-18T14:00:00Z
61.0,pm25,µg/m³,2017-03-18T14:30:00Z
118.0,pm25,µg/m³,2017-03-18T15:00:00Z
118.0,pm25,µg/m³,2017-03-18T15:30:00Z
135.0,pm25,µg/m³,2017-03-18T16:00:00Z
135.0,pm25,µg/m³,2017-03-18T16:30:00Z
140.0,pm25,µg/m³,2017-03-18T17:00:00Z
291.0,pm25,µg/m³,2017-03-18T17:30:00Z
185.0,pm25,µg/m³,2017-03-18T18:00:00Z
185.0,pm25,µg/m³,2017-03-18T18:30:00Z
239.0,pm25,µg/m³,2017-03-18T19:00:00Z
239.0,pm25,µg/m³,2017-03-18T19:30:00Z
231.0,pm25,µg/m³,2017-03-18T20:00:00Z
231.0,pm25,µg/m³,2017-03-18T20:30:00Z
216.0,pm25,µg/m³,2017-03-18T21:00:00Z
216.0,pm25,µg/m³,2017-03-18T21:30:00Z
200.0,pm25,µg/m³,2017-03-18T22:00:00Z
200.0,pm25,µg/m³,2017-03-18T22:30:00Z
159.0,pm25,µg/m³,2017-03-18T23:00:00Z
159.0,pm25,µg/m³,2017-03-18T23:30:00Z
168.0,pm25,µg/m³,2017-03-19T00:00:00Z
168.0,pm25,µg/m³,2017-03-19T00:30:00Z
181.0,pm25,µg/m³,2017-03-19T01:00:00Z
181.0,pm25,µg/m³,2017-03-19T01:30:00Z
317.0,pm25,µg/m³,2017-03-19T02:00:00Z
317.0,pm25,µg/m³,2017-03-19T02:30:00Z
210.0,pm25,µg/m³,2017-03-19T03:00:00Z
210.0,pm25,µg/m³,2017-03-19T03:30:00Z
112.0,pm25,µg/m³,2017-03-19T04:00:00Z
112.0,pm25,µg/m³,2017-03-19T04:30:00Z
67.0,pm25,µg/m³,2017-03-19T05:00:00Z
67.0,pm25,µg/m³,2017-03-19T05:30:00Z
106.0,pm25,µg/m³,2017-03-19T06:00:00Z
106.0,pm25,µg/m³,2017-03-19T06:30:00Z
123.0,pm25,µg/m³,2017-03-19T07:00:00Z
123.0,pm25,µg/m³,2017-03-19T07:30:00Z
87.0,pm25,µg/m³,2017-03-19T08:00:00Z
87.0,pm25,µg/m³,2017-03-19T08:30:00Z
46.0,pm25,µg/m³,2017-03-19T09:00:00Z
46.0,pm25,µg/m³,2017-03-19T09:30:00Z
39.0,pm25,µg/m³,2017-03-19T10:00:00Z
39.0,pm25,µg/m³,2017-03-19T10:30:00Z
37.0,pm25,µg/m³,2017-03-19T11:00:00Z
37.0,pm25,µg/m³,2017-03-19T11:30:00Z
39.0,pm25,µg/m³,2017-03-19T12:00:00Z
39.0,pm25,µg/m³,2017-03-19T12:30:00Z
46.0,pm25,µg/m³,2017-03-19T13:00:00Z
46.0,pm25,µg/m³,2017-03-19T13:30:00Z
74.0,pm25,µg/m³,2017-03-19T14:00:00Z
74.0,pm25,µg/m³,2017-03-19T14:30:00Z
142.0,pm25,µg/m³,2017-03-19T15:00:00Z
142.0,pm25,µg/m³,2017-03-19T15:30:00Z
231.0,pm25,µg/m³,2017-03-19T16:00:00Z
231.0,pm25,µg/m³,2017-03-19T16:30:00Z
291.0,pm25,µg/m³,2017-03-19T17:00:00Z
172.0,pm25,µg/m³,2017-03-19T17:30:00Z
376.0,pm25,µg/m³,2017-03-19T18:00:00Z
376.0,pm25,µg/m³,2017-03-19T18:30:00Z
276.0,pm25,µg/m³,2017-03-19T19:00:00Z
276.0,pm25,µg/m³,2017-03-19T19:30:00Z
280.0,pm25,µg/m³,2017-03-19T20:00:00Z
280.0,pm25,µg/m³,2017-03-19T20:30:00Z
198.0,pm25,µg/m³,2017-03-19T21:00:00Z
198.0,pm25,µg/m³,2017-03-19T21:30:00Z
188.0,pm25,µg/m³,2017-03-19T22:00:00Z
188.0,pm25,µg/m³,2017-03-19T22:30:00Z
218.0,pm25,µg/m³,2017-03-19T23:00:00Z
218.0,pm25,µg/m³,2017-03-19T23:30:00Z
259.0,pm25,µg/m³,2017-03-20T00:00:00Z
259.0,pm25,µg/m³,2017-03-20T00:30:00Z
197.0,pm25,µg/m³,2017-03-20T01:00:00Z
197.0,pm25,µg/m³,2017-03-20T01:30:00Z
236.0,pm25,µg/m³,2017-03-20T02:00:00Z
236.0,pm25,µg/m³,2017-03-20T02:30:00Z
168.0,pm25,µg/m³,2017-03-20T03:00:00Z
168.0,pm25,µg/m³,2017-03-20T03:30:00Z
105.0,pm25,µg/m³,2017-03-20T04:00:00Z
105.0,pm25,µg/m³,2017-03-20T04:30:00Z
80.0,pm25,µg/m³,2017-03-20T05:00:00Z
80.0,pm25,µg/m³,2017-03-20T05:30:00Z
71.0,pm25,µg/m³,2017-03-20T06:00:00Z
71.0,pm25,µg/m³,2017-03-20T06:30:00Z
65.0,pm25,µg/m³,2017-03-20T07:00:00Z
65.0,pm25,µg/m³,2017-03-20T07:30:00Z
52.0,pm25,µg/m³,2017-03-20T08:00:00Z
52.0,pm25,µg/m³,2017-03-20T08:30:00Z
48.0,pm25,µg/m³,2017-03-20T09:00:00Z
48.0,pm25,µg/m³,2017-03-20T09:30:00Z
56.0,pm25,µg/m³,2017-03-20T10:00:00Z
49.0,pm25,µg/m³,2017-03-20T11:00:00Z
49.0,pm25,µg/m³,2017-03-20T11:30:00Z
62.0,pm25,µg/m³,2017-03-20T12:00:00Z
62.0,pm25,µg/m³,2017-03-20T12:30:00Z
85.0,pm25,µg/m³,2017-03-20T13:00:00Z
85.0,pm25,µg/m³,2017-03-20T13:30:00Z
148.0,pm25,µg/m³,2017-03-20T14:00:00Z
148.0,pm25,µg/m³,2017-03-20T14:30:00Z
159.0,pm25,µg/m³,2017-03-20T15:00:00Z
159.0,pm25,µg/m³,2017-03-20T15:30:00Z
203.0,pm25,µg/m³,2017-03-20T16:00:00Z
203.0,pm25,µg/m³,2017-03-20T16:30:00Z
172.0,pm25,µg/m³,2017-03-20T17:00:00Z
129.0,pm25,µg/m³,2017-03-20T17:30:00Z
238.0,pm25,µg/m³,2017-03-20T18:00:00Z
238.0,pm25,µg/m³,2017-03-20T18:30:00Z
214.0,pm25,µg/m³,2017-03-20T19:00:00Z
214.0,pm25,µg/m³,2017-03-20T19:30:00Z
198.0,pm25,µg/m³,2017-03-20T20:00:00Z
331.0,pm25,µg/m³,2017-03-20T21:00:00Z
331.0,pm25,µg/m³,2017-03-20T21:30:00Z
259.0,pm25,µg/m³,2017-03-20T22:00:00Z
259.0,pm25,µg/m³,2017-03-20T22:30:00Z
303.0,pm25,µg/m³,2017-03-20T23:00:00Z
303.0,pm25,µg/m³,2017-03-20T23:30:00Z
311.0,pm25,µg/m³,2017-03-21T00:00:00Z
311.0,pm25,µg/m³,2017-03-21T00:30:00Z
338.0,pm25,µg/m³,2017-03-21T01:00:00Z
338.0,pm25,µg/m³,2017-03-21T01:30:00Z
346.0,pm25,µg/m³,2017-03-21T02:00:00Z
346.0,pm25,µg/m³,2017-03-21T02:30:00Z
